net,length_um
_10892_,198.85µm
net2733,198.83µm
u_integration_final.integration_inst.quantizer_inst.overflow_1,198.79µm
net2520,198.74µm
net682,198.64µm
net1665,198.64µm
net1560,198.59µm
clknet_leaf_61_i_clk,198.59µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[17\]\[0\],198.55µm
net676,198.49µm
net3975,198.49µm
net1389,198.44µm
net3388,198.44µm
net3838,198.44µm
_11531_,198.39µm
net2568,198.39µm
net4295,198.39µm
net4624,198.39µm
_02568_,198.34µm
net1280,198.34µm
net2352,198.34µm
_08446_,198.29µm
_17229_,198.29µm
net2669,198.29µm
net4075,198.29µm
_14221_,198.03µm
net722,198.03µm
net476,197.98µm
net1648,197.93µm
net2088,197.93µm
net1886,197.88µm
net4226,197.88µm
net4610,197.88µm
net394,197.83µm
net1439,197.83µm
net2749,197.83µm
_10894_,197.78µm
net3614,197.78µm
net2483,197.73µm
net3203,197.73µm
net2156,197.57µm
_10836_,197.51µm
net4397,197.41µm
net635,197.37µm
net2221,197.37µm
net3856,197.37µm
net4080,197.37µm
_12390_,197.32µm
net564,197.32µm
net2014,197.32µm
net2819,197.32µm
net4621,197.32µm
net3120,197.27µm
net3884,197.22µm
net4683,197.22µm
net2753,197.12µm
net3096,197.12µm
net2521,197.01µm
net1039,196.96µm
net807,196.86µm
net1128,196.86µm
net1415,196.86µm
net3089,196.86µm
net3119,196.81µm
net3636,196.81µm
net1692,196.76µm
net2836,196.76µm
net3371,196.76µm
net747,196.71µm
net2392,196.71µm
net2745,196.71µm
net3986,196.71µm
net2071,196.66µm
net2878,196.66µm
net3685,196.66µm
net4513,196.66µm
net1941,196.62µm
net3963,196.56µm
net567,196.53µm
net3331,196.48µm
net755,196.4µm
net3346,196.38µm
net2563,196.36µm
net2594,196.35µm
net2448,196.3µm
net2064,196.28µm
net969,196.25µm
net1356,196.2µm
net4206,196.2µm
net4399,196.2µm
net2218,196.15µm
net2857,196.15µm
_07530_,196.1µm
net1094,196.1µm
net4612,196.1µm
net1368,195.84µm
net838,195.79µm
net2273,195.74µm
net4428,195.69µm
_10110_,195.65µm
_08016_,195.64µm
net1006,195.64µm
clknet_leaf_91_i_clk,195.64µm
net707,195.59µm
net1940,195.59µm
net1334,195.54µm
net3566,195.54µm
net2347,195.49µm
clknet_leaf_27_i_clk,195.28µm
net2373,195.18µm
clknet_leaf_65_i_clk,195.18µm
net1013,195.13µm
net1421,195.13µm
net3954,195.13µm
net4622,195.13µm
net1266,195.08µm
net1531,195.08µm
net1863,195.08µm
net2056,195.08µm
net2599,195.08µm
net2807,195.08µm
net4449,195.08µm
net1020,195.03µm
net1847,195.03µm
net2719,195.03µm
net1727,194.98µm
net3228,194.98µm
net3859,194.98µm
net4435,194.98µm
net4064,194.93µm
net761,194.88µm
net4208,194.88µm
net625,194.72µm
net3865,194.67µm
net4378,194.62µm
net928,194.57µm
net1484,194.57µm
net4216,194.57µm
net4314,194.57µm
net292,194.52µm
net1258,194.52µm
net1410,194.52µm
net1853,194.52µm
net3316,194.52µm
net4187,194.52µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[0\].mac_inst.product\[7\],194.47µm
net1860,194.47µm
net3806,194.47µm
net3925,194.47µm
net4375,194.47µm
net3112,194.42µm
net3364,194.42µm
net3592,194.42µm
net4555,194.42µm
net821,194.37µm
net2412,194.37µm
net4637,194.37µm
net3881,194.06µm
net1457,194.01µm
net1700,194.01µm
net1954,194.01µm
net743,193.96µm
net2649,193.96µm
net1071,193.91µm
net1198,193.91µm
net2365,193.91µm
net3772,193.91µm
net286,193.86µm
net1307,193.86µm
net1982,193.86µm
net3908,193.81µm
net3938,193.81µm
net3613,193.65µm
net1530,193.5µm
net2011,193.5µm
net3009,193.5µm
net4350,193.47µm
clknet_leaf_56_i_clk,193.45µm
_10905_,193.4µm
net1361,193.4µm
net2404,193.4µm
net3837,193.4µm
net3847,193.4µm
net4550,193.4µm
net159,193.35µm
net1500,193.35µm
net3185,193.35µm
net3846,193.35µm
net4447,193.35µm
net1165,193.3µm
net2351,193.3µm
net2487,193.3µm
net3766,193.3µm
net4136,193.3µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[1\].mac_inst.product\[15\],193.25µm
net2478,193.25µm
net4268,193.25µm
net1396,193.12µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[1\]\[2\],193.1µm
net1801,193.04µm
net122,192.94µm
net656,192.94µm
net1437,192.94µm
net258,192.9µm
net1952,192.89µm
net2735,192.84µm
net2916,192.84µm
net4115,192.84µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[0\]\[3\],192.79µm
net634,192.79µm
net2958,192.79µm
net3072,192.79µm
net3398,192.79µm
net3423,192.79µm
net3446,192.79µm
net4283,192.79µm
net4328,192.79µm
net4462,192.79µm
net2288,192.74µm
net2465,192.74µm
net2643,192.74µm
net3467,192.74µm
net815,192.69µm
net3028,192.69µm
net3375,192.69µm
net4648,192.69µm
net1512,192.64µm
net3958,192.64µm
net410,192.48µm
net1913,192.43µm
net2761,192.43µm
net4323,192.43µm
_07571_,192.33µm
net1210,192.33µm
net3378,192.33µm
net4020,192.33µm
net3168,192.28µm
net3448,192.28µm
net4528,192.28µm
_03263_,192.23µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[14\]\[4\],192.23µm
net541,192.23µm
net1284,192.23µm
net1945,192.23µm
net2259,192.23µm
net3663,192.23µm
_11228_,192.18µm
net1204,192.18µm
net1279,192.18µm
net1844,192.18µm
net1897,192.18µm
net1994,192.18µm
net3458,192.18µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[24\]\[2\],192.13µm
net2027,192.13µm
net2320,192.13µm
net2990,192.13µm
net3394,192.13µm
net640,192.08µm
net3556,192.08µm
net4663,192.08µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[27\]\[1\],191.92µm
net1552,191.82µm
net1926,191.82µm
net2200,191.82µm
net2598,191.82µm
net3809,191.82µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[2\]\[6\],191.77µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[35\]\[1\],191.77µm
net1007,191.77µm
net1116,191.77µm
net2906,191.77µm
net3516,191.77µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[33\]\[2\],191.72µm
net1309,191.72µm
net1342,191.72µm
net1695,191.72µm
net3943,191.72µm
net3497,191.71µm
_06448_,191.67µm
net112,191.67µm
net2600,191.67µm
net4204,191.67µm
net808,191.62µm
_16227_,191.6µm
net549,191.57µm
net4349,191.57µm
net4470,191.57µm
net4579,191.57µm
net1957,191.31µm
clknet_leaf_68_i_clk,191.31µm
net3494,191.21µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[1\]\[6\],191.16µm
net362,191.16µm
net3438,191.16µm
net2766,191.11µm
net2808,191.11µm
net3948,191.11µm
net4678,191.11µm
net1418,191.06µm
net1694,191.06µm
net2701,191.06µm
net4567,191.06µm
net2463,191.03µm
net1189,191.01µm
net1453,191.01µm
net2497,191.01µm
net3269,191.01µm
net4068,191.01µm
net4178,191.01µm
net4299,191.01µm
net4443,191.01µm
_07518_,190.75µm
net143,190.75µm
_07286_,190.7µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[31\]\[7\],190.7µm
net4304,190.7µm
net1737,190.69µm
net2541,190.64µm
net424,190.6µm
net1770,190.6µm
net3160,190.6µm
net4084,190.6µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[29\]\[2\],190.55µm
net2004,190.55µm
net2472,190.55µm
net3182,190.55µm
net4124,190.55µm
net4237,190.55µm
net4315,190.55µm
_01783_,190.5µm
net798,190.5µm
net2936,190.5µm
net4369,190.5µm
_01801_,190.45µm
_08013_,190.45µm
net1118,190.45µm
net1226,190.45µm
net3652,190.45µm
net4177,190.45µm
net4385,190.29µm
net2812,190.21µm
net2344,190.09µm
net4422,190.09µm
net4495,190.09µm
net2970,190.04µm
net3888,190.04µm
net4081,190.04µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[2\]\[5\],189.99µm
net1242,189.99µm
net1529,189.99µm
net2019,189.99µm
net2123,189.99µm
net3441,189.99µm
net4556,189.99µm
net1855,189.94µm
net2547,189.94µm
net3475,189.94µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[15\]\[0\],189.89µm
net3230,189.89µm
net4691,189.89µm
net529,189.84µm
net3624,189.84µm
net2704,189.58µm
net4303,189.58µm
net4519,189.58µm
net4298,189.54µm
net352,189.53µm
net2496,189.53µm
net469,189.5µm
net1077,189.48µm
net1625,189.48µm
net2067,189.48µm
net3130,189.48µm
net3245,189.48µm
net3508,189.48µm
net2513,189.47µm
net1066,189.43µm
net3005,189.43µm
net4098,189.43µm
net4479,189.43µm
net212,189.38µm
net1400,189.38µm
net4255,189.38µm
net4357,189.38µm
net4492,189.38µm
net2663,189.33µm
net732,189.22µm
net2500,189.14µm
net3101,189.12µm
net1542,189.07µm
net1451,189.02µm
net426,188.97µm
net1936,188.97µm
net1938,188.97µm
net2336,188.97µm
_11181_,188.92µm
net2062,188.92µm
net2415,188.92µm
net3062,188.92µm
net3472,188.92µm
net3844,188.92µm
net545,188.87µm
net820,188.87µm
net1835,188.87µm
net2718,188.87µm
net4467,188.87µm
net279,188.82µm
net818,188.82µm
net933,188.82µm
net2651,188.82µm
net3126,188.82µm
net3544,188.82µm
net4148,188.82µm
net4542,188.82µm
net4640,188.82µm
net1600,188.81µm
net23,188.77µm
net970,188.77µm
net1730,188.77µm
net3410,188.77µm
net622,188.72µm
net851,188.72µm
net3092,188.72µm
clknet_leaf_80_i_clk,188.71µm
net4287,188.64µm
_12254_,188.56µm
net4614,188.49µm
net4478,188.47µm
net1647,188.46µm
net2720,188.46µm
net300,188.41µm
net1059,188.41µm
net1976,188.41µm
net2296,188.41µm
net4632,188.41µm
net2120,188.36µm
net1105,188.31µm
net2875,188.31µm
net3310,188.31µm
net4471,188.31µm
net3617,188.3µm
net1485,188.26µm
net2476,188.26µm
net2485,188.26µm
net2800,188.26µm
net2817,188.26µm
net3773,188.26µm
net4217,188.26µm
_11131_,188.21µm
net416,188.21µm
net1253,188.21µm
_08938_,188.16µm
_15507_,188.16µm
net76,188.16µm
net1224,188.16µm
net3132,188µm
net263,187.95µm
net1323,187.95µm
net2921,187.91µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[2\].mac_inst.product\[17\],187.9µm
net285,187.9µm
net3051,187.9µm
net3899,187.9µm
net811,187.85µm
net1731,187.85µm
net2631,187.85µm
net2923,187.85µm
net2972,187.85µm
net3570,187.85µm
net4006,187.85µm
net531,187.8µm
net1808,187.8µm
net2509,187.8µm
net3326,187.8µm
net3517,187.8µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[22\],187.75µm
net1023,187.75µm
net1718,187.75µm
net2188,187.75µm
net2850,187.75µm
net3147,187.75µm
net3181,187.75µm
net3496,187.75µm
net4639,187.75µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[31\]\[0\],187.7µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[31\]\[3\],187.7µm
net158,187.7µm
net1704,187.7µm
net2291,187.7µm
net3048,187.7µm
net3812,187.7µm
net3937,187.7µm
net4593,187.7µm
net3078,187.65µm
net3358,187.65µm
net3500,187.65µm
net4184,187.65µm
net4454,187.65µm
net3297,187.58µm
net2457,187.47µm
_11085_,187.44µm
net652,187.44µm
net3997,187.39µm
net4087,187.34µm
_08590_,187.29µm
net4405,187.29µm
net2620,187.24µm
net3011,187.24µm
net3662,187.24µm
net3697,187.24µm
net3978,187.24µm
net4584,187.24µm
_11063_,187.19µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[26\]\[0\],187.19µm
net653,187.19µm
net4164,187.19µm
net4198,187.18µm
net20,187.14µm
net396,187.14µm
net779,187.14µm
net211,187.09µm
net971,187.09µm
net2795,187.09µm
net3052,187.09µm
net4125,187.06µm
net164,187.04µm
net718,187.04µm
net401,186.96µm
net3867,186.88µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[35\]\[6\],186.78µm
net681,186.78µm
net4119,186.78µm
net440,186.73µm
net1271,186.73µm
net4138,186.73µm
net4290,186.73µm
net1346,186.68µm
net3412,186.68µm
net3779,186.68µm
net2930,186.63µm
net3628,186.63µm
net3861,186.63µm
net4502,186.63µm
net1372,186.58µm
net1990,186.58µm
net2032,186.58µm
net3183,186.58µm
net4524,186.58µm
_14013_,186.53µm
net201,186.49µm
net1352,186.48µm
net2435,186.48µm
net4563,186.48µm
net2410,186.47µm
net4154,186.42µm
net2243,186.22µm
net2247,186.22µm
net3608,186.22µm
net4325,186.22µm
net3951,186.17µm
net4057,186.17µm
net4410,186.17µm
net192,186.12µm
net2833,186.12µm
net2998,186.12µm
net1282,186.07µm
net1798,186.07µm
net2729,186.07µm
net2743,186.07µm
net2779,186.07µm
net3138,186.07µm
net105,186.02µm
net372,186.02µm
net1550,186.02µm
net2793,186.02µm
net3229,186.02µm
net3804,186.02µm
net2931,185.97µm
net3538,185.97µm
net4381,185.97µm
net4574,185.97µm
net4590,185.97µm
net48,185.92µm
net4465,185.92µm
_07467_,185.91µm
net1596,185.91µm
net2029,185.81µm
net930,185.76µm
net3800,185.74µm
net1874,185.71µm
net4576,185.69µm
net1247,185.66µm
net3484,185.66µm
net3319,185.63µm
_10924_,185.61µm
net1111,185.61µm
net1425,185.61µm
net2242,185.61µm
net3002,185.61µm
net4401,185.61µm
net4413,185.61µm
net713,185.56µm
net804,185.56µm
net1978,185.56µm
net4220,185.56µm
net2114,185.51µm
net2774,185.51µm
net3382,185.51µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[31\]\[4\],185.46µm
net241,185.46µm
net1000,185.46µm
net1475,185.46µm
net2555,185.46µm
net2952,185.46µm
net3218,185.46µm
net3347,185.46µm
net3529,185.46µm
net3921,185.46µm
net4609,185.46µm
net4646,185.46µm
net333,185.41µm
net1082,185.41µm
net1766,185.41µm
net3225,185.41µm
net3430,185.41µm
net3914,185.41µm
net4491,185.41µm
_04716_,185.36µm
net1782,185.36µm
net3707,185.36µm
net3439,185.18µm
net4277,185.1µm
net3594,185.08µm
net261,185.05µm
net3425,185.05µm
net262,185.03µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[17\],185µm
net1537,185µm
net2523,185µm
net4324,185µm
net4572,185µm
_03797_,184.95µm
_08534_,184.95µm
net521,184.95µm
net1002,184.95µm
net2106,184.95µm
net2997,184.95µm
net3281,184.95µm
net3601,184.9µm
net2361,184.85µm
net3221,184.85µm
net3299,184.85µm
net3407,184.85µm
net3621,184.85µm
net3675,184.85µm
net3709,184.85µm
net3148,184.8µm
net2511,184.63µm
_01856_,184.54µm
net1270,184.54µm
net1375,184.54µm
net1511,184.49µm
net1658,184.49µm
net4166,184.49µm
net1709,184.44µm
_08444_,184.39µm
_10885_,184.39µm
_10971_,184.39µm
_11176_,184.39µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[35\]\[7\],184.39µm
net2009,184.39µm
net2111,184.39µm
net1637,184.34µm
net3416,184.34µm
net3440,184.34µm
net3526,184.34µm
net4396,184.34µm
net152,184.29µm
net1793,184.29µm
net2356,184.29µm
net8,184.24µm
net336,184.24µm
net1548,184.24µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[2\].COL_LOOP\[2\].mac_inst.product\[17\],184.18µm
net1248,184.17µm
net2864,184.15µm
net2811,184.08µm
net1966,183.98µm
net3151,183.98µm
net4026,183.98µm
net4560,183.98µm
net1912,183.88µm
net3300,183.88µm
net3477,183.88µm
net4426,183.88µm
_17097_,183.83µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[14\]\[7\],183.83µm
net736,183.83µm
net813,183.83µm
net2364,183.83µm
net3071,183.83µm
net3178,183.83µm
net4128,183.83µm
net4258,183.83µm
net4440,183.83µm
net998,183.82µm
_01836_,183.78µm
_07513_,183.78µm
u_integration_final.integration_inst.command_parser_inst.o_clamp_max\[2\],183.78µm
net958,183.78µm
net1254,183.78µm
net1409,183.78µm
net2428,183.78µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[34\]\[7\],183.73µm
net650,183.73µm
net1579,183.73µm
net2918,183.73µm
net3035,183.73µm
net3618,183.73µm
net3784,183.73µm
net2982,183.68µm
_12228_,183.57µm
net1130,183.47µm
net3088,183.45µm
net1317,183.42µm
net1313,183.37µm
net1383,183.37µm
net3597,183.37µm
_01955_,183.32µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[15\]\[2\],183.32µm
net2264,183.32µm
net2680,183.32µm
net3789,183.32µm
net4073,183.32µm
net4446,183.32µm
_10922_,183.27µm
net847,183.27µm
net1880,183.27µm
net3172,183.27µm
net3415,183.27µm
net4602,183.27µm
net111,183.22µm
net1168,183.22µm
net1326,183.22µm
net1843,183.22µm
net2108,183.22µm
net2557,183.22µm
net3197,183.22µm
net3376,183.22µm
net3687,183.22µm
net1919,183.17µm
net2891,183.17µm
net3690,183.17µm
net4565,183.17µm
_11018_,182.86µm
net2193,182.86µm
net2235,182.86µm
net1523,182.81µm
net1213,182.76µm
net2244,182.76µm
net3152,182.76µm
net3577,182.76µm
net4160,182.76µm
net2706,182.71µm
net3076,182.71µm
net3795,182.71µm
net584,182.66µm
net1003,182.66µm
net1795,182.66µm
net1823,182.66µm
net2353,182.66µm
net4122,182.66µm
net4200,182.66µm
net4279,182.66µm
net4345,182.66µm
net4605,182.66µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[2\].mac_inst.product\[0\],182.61µm
net903,182.61µm
net1675,182.61µm
net1790,182.61µm
net4544,182.61µm
net4615,182.61µm
net3216,182.56µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[0\].mac_inst.product\[17\],182.5µm
_16263_,182.4µm
net637,182.4µm
net823,182.4µm
net2618,182.35µm
net618,182.33µm
net421,182.3µm
net2324,182.25µm
net3124,182.25µm
net276,182.2µm
net1922,182.2µm
net2552,182.2µm
net2790,182.2µm
net4620,182.2µm
net256,182.17µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[5\]\[6\],182.15µm
net103,182.15µm
net737,182.15µm
net774,182.15µm
net3045,182.15µm
net3157,182.15µm
net3535,182.15µm
net2634,182.13µm
net856,182.1µm
net2748,182.1µm
net2868,182.1µm
net3023,182.1µm
net4668,182.1µm
_14213_,182.05µm
net25,182.05µm
net302,182.05µm
net715,182.05µm
net3136,182.05µm
net4070,182.05µm
net4213,182.05µm
net4309,182.05µm
net4346,182.05µm
net4450,182.05µm
net383,182µm
net3348,181.87µm
net205,181.84µm
net4331,181.82µm
net1183,181.74µm
net1845,181.74µm
net1803,181.72µm
net1977,181.69µm
net148,181.64µm
net1103,181.64µm
net2121,181.64µm
net2928,181.64µm
net4302,181.64µm
net1624,181.61µm
net2058,181.59µm
net4448,181.59µm
net1196,181.54µm
_07477_,181.49µm
net4352,181.49µm
net4317,181.44µm
net4685,181.44µm
net1852,181.38µm
net1306,181.23µm
net468,181.16µm
net2429,181.15µm
net273,181.13µm
net1569,181.13µm
net3602,181.13µm
net4466,181.13µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[6\]\[0\],181.08µm
net580,181.08µm
net627,181.08µm
net1079,181.08µm
net1228,181.08µm
net1525,181.08µm
net1882,181.08µm
net2796,181.08µm
net3318,181.08µm
net3863,181.08µm
net4402,181.08µm
net4525,181.08µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[31\]\[2\],181.03µm
net121,181.03µm
net1344,181.03µm
net2637,181.03µm
net4342,181.03µm
net4356,181.03µm
_03617_,180.98µm
net712,180.98µm
net1438,180.98µm
net1887,180.98µm
net2432,180.98µm
net3360,180.98µm
net4149,180.98µm
_08230_,180.93µm
net442,180.93µm
net642,180.93µm
net773,180.93µm
net832,180.93µm
net2285,180.93µm
net3169,180.93µm
net4278,180.93µm
net4485,180.93µm
_14833_,180.88µm
net801,180.88µm
net2175,180.88µm
net4117,180.7µm
net4406,180.7µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[27\]\[5\],180.62µm
net213,180.57µm
net3470,180.52µm
net3679,180.52µm
net4360,180.52µm
net1474,180.49µm
_10928_,180.47µm
net397,180.47µm
net1749,180.47µm
net3007,180.47µm
net3075,180.47µm
net4047,180.47µm
net4265,180.47µm
net4398,180.47µm
net4463,180.47µm
_10288_,180.42µm
net223,180.42µm
net1312,180.42µm
net2697,180.42µm
net3703,180.42µm
net4078,180.42µm
net4312,180.42µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[0\].mac_inst.product\[4\],180.37µm
net4635,180.37µm
net46,180.32µm
net607,180.32µm
net4111,180.32µm
net2847,180.12µm
net1701,180.06µm
net3454,180.06µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[1\].mac_inst.product\[17\],180.01µm
net1164,180.01µm
net1249,179.97µm
_06440_,179.96µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[16\]\[5\],179.96µm
net974,179.96µm
net3785,179.96µm
net4477,179.96µm
net229,179.91µm
net2068,179.91µm
net3849,179.91µm
_10884_,179.86µm
net829,179.86µm
net1986,179.86µm
net2447,179.86µm
net2479,179.86µm
net2887,179.86µm
net2986,179.86µm
net3462,179.86µm
net3747,179.86µm
net4211,179.85µm
_10815_,179.81µm
_12218_,179.81µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[0\].mac_inst.product\[10\],179.81µm
net68,179.81µm
net310,179.81µm
net2526,179.81µm
net2924,179.81µm
_01909_,179.76µm
_10925_,179.76µm
net392,179.76µm
net463,179.76µm
net513,179.76µm
net835,179.76µm
net2540,179.76µm
net3716,179.76µm
net4157,179.76µm
net4418,179.76µm
net2756,179.69µm
net2629,179.67µm
net1739,179.6µm
net3896,179.57µm
net388,179.5µm
net1468,179.5µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[22\]\[5\],179.45µm
net1619,179.45µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[15\],179.4µm
net471,179.4µm
net2672,179.4µm
net3293,179.4µm
net4121,179.4µm
net2051,179.35µm
net2940,179.35µm
net3240,179.35µm
net3280,179.35µm
net3383,179.35µm
net4547,179.35µm
_12244_,179.3µm
net568,179.3µm
net2209,179.3µm
net2798,179.3µm
net3481,179.3µm
net4048,179.3µm
net4562,179.3µm
net4608,179.3µm
